label,review
1,#约惠海航 圆梦飞翔#【惠享直减】购票购票购票，直减直减直减[打哈欠] 这不冲突，也很科学，来海航官网购票，管够，管实惠http://t.cn/zRpYB9r [嘻嘻] 每天500个名额，20元的直减，ok的赶快来[赞] 今天第二波15点开始~
1,角度问题[哈哈] ，童子鸡，马子不大的//@-小K妈-:好肥的一只鸡啊！怎么感觉有点“变异”了啊！[哈哈][疑问]
1,程哥哥最近一直对着小蹦同学各种拍呀拍[照相机]//@小予CAT: [心] 好久没给他们拍照了[哈哈] //@ajoin: @小予CAT
1,理解用户的挣扎//@caoz：http://t.cn/anYWDI ?嗦很多，答案参见如上链接。@solaryf @土豆泥炖土豆 @limingx @dms-baidu //@caoz：排第一的，是4399小游戏[哈哈] .....百度目标寻址搜索的比例在所有搜索比例多少，趋势如何？与谷歌，搜搜对比如何，为什么？
1,这个可以感受一下。//@黄佟佟: [嘻嘻]//@吴筱羽: 北京??州真便宜啊，??有需要打?的的???。@子宇童鞋 @范宇翔 //@赵妍Alicia-chiu:这。。。//@白愁飞: //@时代周报王刚: 转发微博。
1,LV的哦～～～哦～～～//@积分宝贝: //@金沙江_朱啸虎: [哈哈] //@量化投资_丁鹏: /精辟啊！！/@江苏徐胖子:富，就要富在别人看不到的地方！富在别人看不到的时候！！//@Fiorina_科锐总监_金融猎头:[偷笑] /@量化投资_丁鹏:买个LV包包挎在身上，别人能看得到，知道
1,支持兰老师[鼓掌][鼓掌][鼓掌]
1,来自雪山脚下今年的竹笋系列#人没动，物先行#[尴尬]朗园店开业准备中[爱你]@懒人业余餐厅郎园店
1,免费泡面已经为大家准备了，以后晚上饿了再也不用到处找吃的东西了[给力][嘻嘻][带着微博去旅行][兔子][熊猫]
1,回复@张赫z_ryan:?！[嘻嘻]感慨而已！u never know！ //@张赫z_ryan:都失恋呢被？[嘻嘻]
1,跟参与汽车摇号一个心理，我中不了，也增加了别人中的难度！[哈哈]@夕阳牛 @air甜馨 @E宝宝柠檬
1,纯净高雅的宝蓝，搭配华丽的金色作为点缀，能够提升整体的时尚度打造极致迷人气场，十分适合聚会以及派对穿着！连衣裙： Talbot Runhof 外套： rag & bone 鞋： Giuseppe Zanotti 手包： Jimmy Choo[爱你]【私享穿衣顾问微信：FashionTalent33 】
1,#中国梦想秀#@熊黛林Lynn 姐姐变身“礼物”帮助一抹金圆梦，送上了迪斯尼乐园的邀请函喔！！[鼓掌]美是无数梦想的起点，恭喜我们Age48的姐姐们获得美丽绽放奖，你们的美丽来自你们正能量的心态，恭喜姐姐们，小伙伴们别忘了听姐姐们的话，永远不要放弃自己的梦想！！[good]
1,@不可比方 你跑不掉啦~！这辈子和我栓在一起。[嘻嘻]
1,这不有吗[哈哈][哈哈][哈哈]
1,不会吧？[吃惊]俺刚刚从餐厅回来，没见到主任啊！[嘻嘻]雪倒是下得很欢喜的样子。[雪][雪][雪][雪人][雪人][雪人][手套][围脖][温暖帽子] //@侯宁:主饪你是在家呢还是喝多了困在@嗨辣老孙 那里了？[偷笑] //@刘主饪: 回复@海科-七星智库:踏雪夜归人。  //@海科-七星智库:饮雪亦醉人[嘻嘻]
1,哈，南非一孙... //@妹莉十足:回复@共乐壶天:南非第一孙子.........[哈哈][哈哈][哈哈][哈哈] //@共乐壶天:南非第一孙子@独臂老宋 @妹莉十足
1,[鼓掌]//@权金城崔洪峰:扩散@权金城彭涌 @权金城-崔成哲 //@思想聚焦:转发微博
1,#昆航动态#2010年11月6日，在昆明市创业投资引导基金推介暨颁奖晚宴上，昆明航空有限公司董事长王清民（图中左五）从昆明市委常委、副市长刘光溪手上接过#2010泛亚地区最具投资潜质十强企业#证书和奖杯。[鼓掌] 昆明航空成为500多家报名企业中唯一一家获奖的航空企业。[礼花] http://sinaurl.cn/h4QFmF
1,"右边的，说的太对了！ //@荔枝娘:""仿佛自己又变成了需要呵护的小女生""看到这话我觉得很诡异，现在很多愿意插手儿子家庭的婆婆都是这么过来的吧？？// @宝宝公主的奶牛生活 : [嘻嘻]"
1,羡慕嫉妒恨！[嘻嘻] //@大胖鱼鱼:来厦门旅游，在海边，漫步，戏浪，你也许会有如此幸运，旅游不花钱，还要给你钱，那条捡到的2万块的鱼，你值得来
1,[赞]认同，灵魂升起的地方！ //@骑游公社://@大鹏背包走天下: 回复@新浪湖北旅游:一起分享那灵魂升起的地方！ //@新浪湖北旅游:童鞋，你的这条微博内容灰常的八错，已经被选到新浪湖北旅游的网站咯！传送门: http://t.cn/aROSx3 [鼓掌]恭喜的同时也希望以后多@新浪湖北旅游 分享旅途哦
1,我在小米[嘻嘻]
1,最右。//@张坤: //@温柔大盗DONEWS:教主[威武] //@北京厨子: 最右！我也被忽悠啦，[哈哈]//@?丝文化传播: [哈哈]右边--》//@清华南都: 学校早就放假了，聪明人都不选这时候来做讲座。。。
1,#美国lake tahoe# 睡不着和小朋友们在房间烤棉花糖吃[?嘴][?嘴]我们假装在CAMPING[嘻嘻]
1,。。。等明天醒来他们是什么反应？[哈哈]//@冯文杰: ron哥口味重啊//@来去之间: 围观马甲 //@bian:这个这个，睡了 //@nico: 张馨予上错号啦。 //@魏君子: 男怕上错床？女怕嫁错郎？这是上错号了么？
1,求剩蛋礼物～[亲亲]
1,今天没事晚上有情况吗[哈哈] //@挡不住的美食个性:昨天晚上去的!哈哈 //@星级酒店培训郗老师:啥时又去吃了。
0,坑爹的，终于回到家了！早上八点半，到晚上六点半，五百多公里开了十个小时！[泪]
0,呃//@糖豆网Yuri:第一眼就看差了[衰]
0,今天快巴就?乘客，其中一?是俺[晕][晕]跟我?一天游一?，?始的日子是??的
0,啥命！！！就休息一个晚上！！该死的破学校！！！放那么晚的假干嘛！！！[泪][泪][泪]
0,iPhone 5终于不用「抽?」了[晕]，最多能订十部，有香港朋友请他们帮忙吧！[嘻嘻]近期购买的朋友要留意价格波动呀。[思考]
0,[泪]错过了……
0,今天是巨2的日子[泪]努力让自己不犯2
0,#Pink日记#本学期的专业课期末作业，漫画场景构图：树叶，花，铅笔，屋顶，云朵，本来想把漫画架构到古代的，可是老师你为毛加个铅笔上去？！[抓狂}多煞风景...重写剧本...[泪]@曹小巨
0,最近用了???Atomy蜂?牙膏！超好用，有200g又大?，蜂?可以保?牙?，牙?不敏感，洗完真的好舒服！[怒骂]原价60￥，??价才￥38元，有?有人要不要一起?！这样便宜好多呀！[偷笑]
0,恒大被拜仁压着打，虽然知道这结果，但看着还是让人虐心！[抓狂][抓狂][抓狂]
0,有道理 //@margurida_Hsu不耍流氓:[衰][吃惊][吃惊] //@Maxleung:震惊鸟！居然讲得通！ //@bochone:震惊鸟
0,[抓狂] 昨天刚回京，今天又接到电话过两天出差，太狠啦~~~偶的觉木补够呢！！！[抓狂] [抓狂] [泪] [泪]
0,"回复@Monika是各种控:兔儿,昨晚我做梦居然梦到你了,还有格格,[衰]我们是有多久没见啦? //@Monika是各种控:???师傅亲[偷笑][偷笑][偷笑]"
0,今天我家宝贝光荣鲜血了[泪][泪][泪]。。。。是什么样的蚊子能咬成这样！？[怒][怒]这世界上我最恨的东西就是蚊子！[抓狂][抓狂][抓狂]
0,"[睡?] //@侯佩岑:我??姊啊～～您太??了！！[偷笑] //@KwanChiu:我也只能?～?狗仔偷拍也就算了最???的是～～一定要拍的人家降?看?？（?然只是背景)[怒] //@黄韵玲KAY:哇,,,你?,,李?美你真以???只有我????居阿,[抓狂] ,只能??好那天我?睡著,, //@KwanChiu:?.........."
0,积压了这么多的枕边书，没一本看完了的，现在我读书的最佳地点尽然是公交车[晕]
0,今天注定应该有个不眠夜 MMP[怒]
0,希望隧道今天一直堵车，直到咪咪安全走出隧道[泪][泪][泪]
0,今天破了纪录了，从中午11点45到晚上9点28，泡在一家咖啡厅10个小时，午饭晚饭都在这解决，见了5批人，成功挖了1个半，还做了一次深入的团队沟通。一下午说了一个月的话[衰]
0,[泪]//@高会民:[泪]//@第一微闻: [泪]//@神笔记: [泪]//@澜澜雨露: [泪]//@慎思者V: [泪]//@时评女: [泪]//@神右王: [泪]//@良子直播: [泪]//@转段子: 活活不起，死死不起[泪] //@观点联播V:如此暴利，让我等贫穷老百姓怎么活呢！[泪]
0,[可怜]哎，何必呀何必！何苦啊何苦！ //@saskya岚:你妹的，我的人生不能如此喜剧吧？！[泪] 就在我暗下决心「如果我自己能搞定这辈子就不要男朋友了」之后，真的就赤手空拳自己搞定了[泪]好吧，愿赌服输。命。 //@saskya岚:你妹的，再孤独求败也有我搞不定的东西...谁来帮我修马桶[泪][抓狂]
0,希望真的有轮回。看哭了[泪][蜡烛][蜡烛][蜡烛] //@博联社马晓霖:【烛照若晴】烛照若晴，凉夜温心。。[蜡烛][蜡烛][蜡烛]
0,酒驾的危害，这回是潜水艇。//@上海译文丁丽洁:[泪]
0,还真有犯人可以游过来[抓狂]大鲨鱼好多
0,一天驱车1200KM，下车之后天旋地转[晕][泪]
0,#曾经#我爸也是，现在继续是[晕]
0,[泪]看得我心里，这叫一个纠结啊……//@全球经典音乐: 好厉害！！
0,[馋嘴]没口福 我要吃 [馋嘴][馋嘴][馋嘴][抓狂][浮云]//@吃货sunqinqin:@中山阿苏 我要吃 糯米糍！实在好吃，口水啊～～～[馋嘴]
0,基本没中过的我再试一次[泪]//@黎万强:祝大家新年快乐！小米手机的首支15秒广告《嘿嘿》，将在今晚8点央视春晚开始前3分钟播出，看广告就可参加抽奖 #看广告 得100台小米#，欢迎转发参与！
0,[泪]陶指导已获国际足坛高度认可
0,#十全十美蜜月季#表示还没吃过闽南的喜宴，求抱大腿前往！[泪]
0,本命年的第一天就把马桶给弄堵了，[泪]添堵啊！ 我在:http://t.cn/zjju1EI
0,回复@李轶--t:这张相片太容易让人误会了，我就吃了一盒。 //@李轶--t:这都是您吃的? //@张超zhangchao:我的吃相太“抽象”了[晕]
0,[衰][衰][衰]像给剥了皮的蛇
0,我该设计点什么台词呢？[吃惊] //@我们爱讲冷笑话: 全部看完了~实在是太可怕了！！！[抓狂]果断分享！
0,周末在家被老婆要求给她拍照。[泪]
0,一公里不到，县医院那个天桥下右拐200米就到了！//@谢礼恒: 我靠。这个太霸道了！离224有好远？ //@古倒吃158:这个点我真心要找吃的[泪] //@敏一嘴:下次记到去吃哦@霜晨月xjm @九吃 @兰妹围脖 @赤脚在天涯 @古倒吃158 @小李老师健康煮艺 @美食小魔女
0,今天真冷啊，难道又要穿棉袄了[晕]？今年的春天真的是百变莫测啊[抓狂]
0,最近几天就没停止过！！！[伤心]
0,//@毒药女流氓:[怒] 很惨!
0,呢??@杰?Kelena ？！[抓狂] ?搞乜鬼？？！！想知？入去GOtrip睇睇： http://t.cn/a1AefV
1,把防范知识送到群众身边#西安公安打击和防范经济犯罪宣传日活动亮点纷呈#】2026年5月15日是第17个#全国打击和防范经济犯罪宣传日#，@西安公安围绕“与民同心、为您守护”主题，聚焦打击防范严重危害经济秩序和金融安全、营商环境、群众利益的经济犯罪，集中开展了主题鲜明、形式丰富、贴近群众的宣传活动，把防范知识送到群众身边，让防范意识走进群众心间，全力营造全民参与打击防范经济犯罪的浓厚氛围。O西安公安打击和防范经济犯罪宣传日活动亮点纷呈
1,保障和改善民生，要秉持“枝叶关情”的为民情怀，从教育公平到医疗保障，从住房改善到就业促进，将民生实事办进群众心坎里。#遇见美好生活#
1,在医院做完康复打了个车回家，师傅看我拄拐，远远就放慢车速，停下后下车过来问我要不要帮忙，受伤这段时间以来打车还是头一回遇到这么热心肠的师傅。车上和师傅唠家常，才知道老哥居然已经年过六旬，去年退休，干了大半辈子司机，公司没给上社保，现在身体还硬朗就自己跑网约车了。我不禁想起，深圳很多路段其实已经放开无人驾驶出租车。如果全面推行，相应的从业人员社会保障制度不及时出台，会导致多少这样的老哥失业丢饭碗，连最后靠贩卖体力和时间维持生计的一丝体面都会被无情剥夺，那这样的科技发展不会是真正的让社会进步。同时也警醒自己，想要不被时代无情抛弃的唯一出路，就是不断学习和投资，只有持有能改变社会的伟大企业股票，才能享受社会发展和科技进步的红利。
1,警惕！以应届生为主要对象！5部门联合发布风险提示近来，一些不法分子以招聘为名进行引流，变相推销培训课程，诱导求职者支付高额费用，甚至申请贷款参加培训，严重侵害了求职者的合法权益，扰乱了人力资源市场的正常秩序。为帮助求职者有效识别“招转培”“培训贷”等骗局，人力资源社会保障部、中央网信办、教育部、公安部、金融监管总局发布风险提示，提醒广大求职者提高风险防范意识，谨防上当受骗。典型套路第一步，发布虚假招聘信息进行引流。不法分子在招聘网站、社交平台或现场招聘会上发布AI、编程、音视频剪辑
0,反正我不交社保，我老家社保自费1500，很多人工资3000都没，交了社保怎么活啊？本来是社会保障，你交钱反而被斩杀了，学会中医一般也没啥大病，平时保健得自己出钱，真是来了大病急病那就看天命了。

